State,City,Total_Orders,Total_Revenue,Unique_Customers
PR,borrazopolis,2,312.23,2
PR,cafeara,2,309.82,2
PR,cafelandia,11,1911.51,11
PR,california,2,133.95,2
PR,cambara,9,1022.62,9
PR,cambe,27,4559.06,27
PR,cambira,2,519.35,2
PR,campina da lagoa,2,593.8199999999999,2
PR,campina grande do sul,9,1276.75,9
PR,campo do tenente,1,71.04,1
PR,campo largo,36,4665.79,36
PR,campo magro,1,64.76,1
PR,campo mourao,56,8579.69,56
PR,candido de abreu,4,439.91999999999996,4
PR,candoi,1,79.5,1
PR,cantagalo,2,153.84,2
PR,capanema,9,805.98,9
PR,capitao leonidas marques,5,512.09,5
PR,carambei,3,456.25,3
PR,carlopolis,6,901.1800000000001,6
PR,cascavel,146,27148.38,146
PR,castro,22,4347.65,22
PR,centenario do sul,4,465.35,4
PR,cerro azul,4,250.18,4
PR,ceu azul,7,525.29,7
PR,chopinzinho,4,211.14,4
PR,cianorte,39,5691.55,39
PR,cidade gaucha,5,950.1,5
PR,clevelandia,3,218.19,3
PR,colombo,60,9014.88,60
PR,colonia castrolanda,3,1041.7,3
PR,colonia jordaozinho,2,1071.03,2
PR,colonia vitoria,5,409.73,5
PR,colorado,6,1145.85,6
PR,congonhinhas,2,338.86,2
PR,conselheiro mairinck,1,81.55,1
PR,contenda,1,104.61,1
PR,corbelia,3,785.22,3
PR,cornelio procopio,24,2705.58,24
PR,coronel domingos soares,1,106.87,1
PR,coronel vivida,11,1058.59,11
PR,corumbatai do sul,1,45.78,1
PR,cruz machado,3,523.23,3
PR,cruzeiro do iguacu,1,148.15,1
PR,cruzeiro do oeste,7,982.5,7
PR,curitiba,1489,238582.26,1489
PR,curiuva,4,364.52,4
PR,diamante d'oeste,1,307.69,1
PR,diamante do norte,5,515.27,5
PR,doce grande,1,67.72,1
PR,dois vizinhos,27,2881.38,27
PR,douradina,1,118.65,1
PR,doutor camargo,1,230.63,1
PR,doutor ulysses,1,158.61,1
PR,eneas marques,4,237.14999999999998,4
PR,entre rios do oeste,3,148.57999999999998,3
PR,espigao alto do iguacu,2,209.32,2
PR,farol,1,152.72,1
PR,faxinal,9,995.73,9
PR,fazenda rio grande,29,5204.96,29
PR,fenix,1,67.92,1
PR,figueira,4,1012.87,4
PR,flor da serra do sul,2,232.06,2
PR,florai,2,422.95,2
PR,floresta,5,844.0899999999999,5
PR,florestopolis,3,575.77,3
PR,florida,1,86.15,1
PR,formosa do oeste,1,86.15,1
PR,foz do iguacu,86,13806.35,86
PR,foz do jordao,1,64.1,1
PR,francisco beltrao,50,8378.13,50
PR,general carneiro,5,498.52,5
PR,godoy moreira,1,1101.83,1
PR,goioere,11,2191.01,11
PR,grandes rios,2,157.75,2
PR,guaira,7,979.8,7
PR,guairaca,1,100.44,1
PR,guamiranga,1,284.89,1
PR,guapirama,1,107.78,1
PR,guaraci,2,701.96,2
PR,guaraniacu,5,463.62,5
PR,guarapuava,62,9900.21,62
PR,guaraquecaba,1,63.37,1
PR,guaratuba,9,2017.31,9
PR,ibaiti,11,1264.1399999999999,11
PR,ibema,1,173.89,1
PR,ibipora,12,1590.83,12
PR,icaraima,1,43.95,1
PR,iguaracu,2,659.2,2
PR,iguatu,1,153.04,1
PR,ilha dos valadares,1,93.59,1
PR,imbau,2,154.87,2
PR,imbituva,8,913.66,8
PR,inacio martins,5,331.28,5
PR,inaja,2,90.3,2
PR,indianopolis,4,328.55,4
PR,ipiranga,3,161.09,3
PR,ipora,2,254.26,2
PR,irati,22,2994.16,22
PR,iretama,1,139.59,1
PR,itaguaje,2,168.96,2
PR,itaipulandia,6,294.6,6
PR,itambaraca,2,326.27,2
PR,itambe,1,292.28,1
PR,itapejara d'oeste,6,1255.92,6
PR,itaperucu,4,707.2,4
PR,ivai,2,645.77,2
PR,ivaipora,7,640.86,7
PR,ivate,3,358.34000000000003,3
PR,jaboti,2,196.96,2
PR,jacarezinho,16,1635.31,16
PR,jaguariaiva,17,2117.0299999999997,17
PR,jandaia do sul,8,2156.75,8
PR,janiopolis,3,316.22,3
PR,japira,3,457.63,3
PR,japura,5,521.53,5
PR,jardim alegre,2,161.44,2
PR,jardim olinda,1,189.84,1
PR,jesuitas,4,642.93,4
PR,joaquim tavora,3,392.01,3
PR,jundiai do sul,3,384.01,3
PR,juranda,2,69.94,2
PR,jussara,1,44.59,1
PR,kalore,2,563.96,2
PR,lapa,14,2488.54,14
PR,laranjal,1,43.09,1
PR,laranjeiras do sul,19,2413.23,19
PR,leopolis,1,31.38,1
PR,lindoeste,2,198.25,2
PR,loanda,13,2042.79,13
PR,lobato,3,562.77,3
PR,londrina,298,52428.41,298
PR,luiziana,2,186.57,2
PR,lunardelli,2,250.07999999999998,2
PR,lupionopolis,2,248.77,2
PR,mallet,6,907.63,6
PR,mambore,8,928.47,8
PR,mandaguacu,4,3325.86,4
PR,mandaguari,18,5829.06,18
PR,mandirituba,1,26.77,1
PR,manfrinopolis,1,138.08,1
PR,mangueirinha,8,1733.05,8
PR,manoel ribas,4,742.3199999999999,4
PR,marechal candido rondon,30,4144.69,30
PR,marialva,16,3115.02,16
PR,mariental,1,1867.85,1
PR,marilandia do sul,1,178.27,1
PR,marilena,1,107.87,1
PR,mariluz,2,349.65,2
PR,maringa,260,44263.88,260
PR,mariopolis,1,173.95,1
PR,maripa,3,432.73,3
PR,marmeleiro,7,862.98,7
PR,matelandia,2,87.6,2
PR,matinhos,27,3538.83,27
PR,mato rico,1,92.65,1
PR,maua da serra,2,167.12,2
PR,medianeira,21,3411.7200000000003,21
PR,mercedes,2,266.38,2
PR,missal,7,2838.99,7
PR,moreira sales,3,433.48,3
PR,morretes,3,639.65,3
PR,munhoz de melo,4,1037.26,4
PR,nossa senhora das gracas,2,80.75,2
PR,nova america da colina,1,76.65,1
PR,nova aurora,3,661.97,3
PR,nova cantu,2,234.31,2
PR,nova esperanca,8,1760.46,8
PR,nova esperanca do sudoeste,1,100.33,1
PR,nova fatima,4,326.79,4
PR,nova laranjeiras,1,251.59,1
PR,nova londrina,9,946.56,9
PR,nova prata do iguacu,6,1185.19,6
PR,nova santa barbara,1,130.53,1
PR,nova santa rosa,4,496.62,4
PR,novo itacolomi,1,122.22,1
PR,ortigueira,8,1139.45,8
PR,ourizona,1,167.8,1
PR,ouro verde do oeste,1,27.38,1
PR,paicandu,10,1106.22,10
PR,palmas,19,2359.92,19
PR,palmeira,12,2328.24,12
PR,palmeirinha,2,93.8,2
PR,palmital,1,201.75,1
PR,palotina,10,1065.77,10
PR,paraiso do norte,3,269.21000000000004,3
PR,paranacity,3,222.6,3
PR,paranagua,58,8781.35,58
PR,paranapoema,1,140.49,1
PR,paranavai,45,8254.93,45
PR,pato bragado,2,124.83,2
PR,pato branco,53,10599.58,53
PR,paula freitas,1,553.46,1
PR,paulo frontin,5,707.4,5
PR,peabiru,4,748.5,4
PR,perobal,1,95.31,1
PR,perola,2,313.31,2
PR,perola d'oeste,2,672.75,2
PR,perola independente,1,104.46,1
PR,pien,4,405.37,4
PR,pinhais,66,10103.74,66
PR,pinhalao,7,2032.35,7
PR,pinhao,8,1101.52,8
PR,pirai do sul,6,740.98,6
PR,pirapo,1,96.29,1
PR,piraquara,14,1947.24,14
PR,pitanga,3,607.71,3
PR,planaltina do parana,1,25.85,1
PR,planalto,4,439.03,4
PR,ponta grossa,141,21786.91,141
PR,pontal do parana,8,1235.05,8
PR,porecatu,9,930.71,9
PR,porto amazonas,2,93.21,2
PR,porto rico,1,318.92,1
PR,pranchita,1,182.36,1
PR,primeiro de maio,7,1407.6100000000001,7
PR,prudentopolis,7,1085.17,7
PR,quatigua,5,341.35,5
PR,quatro barras,18,2079.83,18
PR,quatro pontes,1,167.66,1
PR,quedas do iguacu,8,1030.44,8
PR,querencia do norte,1,99.43,1
PR,quinta do sol,3,178.66,3
PR,quitandinha,2,405.09,2
PR,rancho alegre,1,102.66,1
PR,rancho alegre d'oeste,1,149.29,1
PR,realeza,6,1412.76,6
PR,reboucas,6,493.38,6
PR,renascenca,4,352.23,4
PR,reserva,3,371.55,3
PR,reserva do iguacu,1,28.52,1
PR,ribeirao claro,5,663.8,5
PR,ribeirao do pinhal,5,447.33000000000004,5
PR,rio azul,5,538.54,5
PR,rio bonito do iguacu,4,536.22,4
PR,rio branco do sul,6,526.72,6
PR,rio negro,15,2472.91,15
PR,rio verde,1,178.27,1
PR,rolandia,24,5701.33,24
PR,roncador,2,191.73,2
PR,rondon,2,318.86,2
PR,rosario do ivai,1,47.23,1
PR,sabaudia,1,20.42,1
PR,salgado filho,3,219.94,3
PR,salto do itarare,1,276.47,1
PR,salto do lontra,4,900.11,4
PR,santa amelia,1,175.87,1
PR,santa cecilia do pavao,1,72.14,1
PR,santa cruz de monte castelo,4,793.0500000000001,4
PR,santa fe,5,1005.44,5
PR,santa helena,9,803.75,9
PR,santa isabel do ivai,3,478.6,3
PR,santa izabel do oeste,2,356.35,2
PR,santa lucia,1,68.49,1
PR,santa margarida,1,68.13,1
PR,santa mariana,4,373.35,4
PR,santa monica,2,384.83000000000004,2
PR,santa tereza do oeste,3,420.59000000000003,3
PR,santa terezinha de itaipu,3,378.11,3
PR,santana,1,138.6,1
PR,santana do itarare,1,71.53,1
PR,santo antonio da platina,12,1544.84,12
PR,santo antonio do caiua,1,302.55,1
PR,santo antonio do sudoeste,3,268.07,3
PR,santo inacio,1,79.7,1
PR,sao carlos do ivai,1,119.95,1
PR,sao clemente,1,154.86,1
PR,sao joao,11,1064.79,11
PR,sao joao do ivai,2,229.56,2
PR,sao joao do triunfo,2,201.82,2
PR,sao jorge d'oeste,1,111.02,1
PR,sao jorge do ivai,1,395.96,1
PR,sao jorge do oeste,1,60.53,1
PR,sao jorge do patrocinio,2,123.72,2
PR,sao jose da boa vista,1,137.07,1
PR,sao jose dos pinhais,130,17521.99,130
PR,sao mateus do sul,15,2284.52,15
PR,sao miguel do cambui,1,77.57000000000001,1
PR,sao miguel do iguacu,9,1244.14,9
PR,sao pedro do iguacu,1,142.96,1
PR,sao pedro do ivai,3,546.72,3
PR,sao sebastiao da amoreira,1,63.23,1
PR,sao tome,2,271.55,2
PR,sapopema,2,193.31,2
PR,sarandi,17,2035.77,17
PR,saudade do iguacu,4,328.37,4
PR,sede alvorada,1,154.9,1
PR,senges,5,645.5,5
PR,serra dos dourados,1,83.33,1
PR,serranopolis do iguacu,2,305.73,2
PR,sertanopolis,4,1008.14,4
PR,siqueira campos,9,1663.61,9
PR,sulina,1,45.0,1
PR,tamarana,2,160.84,2
PR,tamboara,1,24.09,1
PR,tapejara,2,393.24,2
PR,teixeira soares,1,657.92,1
PR,telemaco borba,34,5458.21,34
PR,terra boa,4,773.42,4
PR,terra rica,7,769.63,7
PR,terra roxa,3,629.03,3
PR,tibagi,4,386.07,4
PR,toledo,70,11688.66,70
PR,tomazina,3,411.31,3
PR,tunas do parana,2,233.3,2
PR,tupassi,1,32.38,1
PR,turvo,2,142.68,2
PR,ubirata,7,751.43,7
PR,umuarama,40,6603.01,40
PR,uniao da vitoria,29,6037.75,29
PR,urai,3,334.39,3
PR,ventania,3,209.88,3
PR,vera cruz do oeste,3,488.34000000000003,3
PR,vere,3,848.97,3
PR,vila nova,2,117.19,2
PR,vila reis,1,86.15,1
PR,vitoria,1,44.09,1
PR,vitorino,1,67.23,1
PR,wenceslau braz,2,250.51,2
PR,xambre,2,547.74,2
RJ,angra dos reis,83,21421.329999999998,83
RJ,anta,3,291.53,3
RJ,aperibe,12,1835.91,12
RJ,araruama,74,18836.77,74
RJ,areal,7,1364.63,7
RJ,armacao dos buzios,28,5579.36,28
RJ,arraial do cabo,28,6329.66,28
RJ,arrozal,3,912.81,3
RJ,avelar,4,824.24,4
RJ,bacaxa,1,72.51,1
RJ,barao de juparana,1,46.72,1
RJ,barra de sao joao,13,2835.38,13
RJ,barra do pirai,49,6015.99,49
RJ,barra mansa,119,21511.37,119
RJ,belford roxo,104,14628.03,104
RJ,bemposta,1,48.11,1
RJ,boa esperanca,1,1527.51,1
RJ,boa ventura,1,31.69,1
RJ,bom jardim,14,2474.68,14
RJ,bom jesus do itabapoana,20,4011.27,20
RJ,bom jesus do querendo,1,188.55,1
RJ,cabo frio,113,18857.72,113
RJ,cachoeiras de macacu,20,2304.32,20
RJ,california da barra,6,1014.5,6
RJ,cambiasca,1,38.09,1
RJ,cambuci,8,2279.92,8
RJ,campos dos goytacazes,232,37761.24,232
RJ,cantagalo,17,2289.85,17
RJ,carapebus,5,786.52,5
RJ,cardoso moreira,6,616.88,6
RJ,carmo,12,1742.8600000000001,12
RJ,casimiro de abreu,20,3963.31,20
RJ,comendador levy gasparian,7,746.5600000000001,7
RJ,conceicao de macabu,12,1970.24,12
RJ,conrado,1,126.12,1
RJ,conservatoria,4,997.19,4
RJ,cordeiro,24,3098.43,24
RJ,corrego do ouro,1,45.01,1
RJ,duas barras,1,36.95,1
RJ,duque de caxias,250,38406.23,250
RJ,engenheiro passos,2,291.24,2
RJ,engenheiro paulo de frontin,6,590.89,6
RJ,glicerio,2,480.25,2
RJ,goitacazes,11,1388.24,11
RJ,governador portela,4,430.01,4
RJ,guapimirim,21,3446.99,21
RJ,ibitioca,1,244.91,1
RJ,iguaba grande,19,2829.65,19
RJ,ipiabas,4,663.14,4
RJ,itaborai,56,7783.17,56
RJ,itaguai,46,7202.32,46
RJ,italva,12,1480.61,12
RJ,itaocara,16,2042.5,16
RJ,itaperuna,46,6658.02,46
RJ,itatiaia,18,1882.29,18
RJ,jaguarembe,1,53.31,1
RJ,jamapara,1,49.6,1
RJ,japeri,34,5682.83,34
RJ,japuiba,5,1230.85,5
RJ,laje do muriae,1,235.28,1
RJ,macae,228,36583.22,228
RJ,macuco,1,90.88,1
RJ,mage,106,16751.06,106
RJ,mangaratiba,12,1224.42,12
RJ,marica,133,18020.170000000002,133
RJ,mendes,12,1509.99,12
RJ,mesquita,75,10927.32,75
RJ,miguel pereira,28,4409.54,28
RJ,miracema,17,1891.44,17
RJ,monnerat,2,376.86,2
RJ,mussurepe,1,117.94,1
RJ,natividade,15,3081.95,15
RJ,nilopolis,103,15462.98,103
RJ,niteroi,825,135458.19,825
RJ,nova friburgo,142,30715.39,142
RJ,nova iguacu,423,68470.07,423
RJ,papucaia,10,1435.7,10
RJ,paracambi,35,7516.2300000000005,35
RJ,paraiba do sul,18,3452.08,18
RJ,parati,13,3088.59,13
RJ,paraty,19,3249.86,19
RJ,passa tres,2,97.37,2
RJ,paty do alferes,13,2597.71,13
RJ,penedo,1,105.28,1
RJ,petropolis,234,38519.65,234
RJ,pinheiral,14,2529.38,14
RJ,pirai,15,2544.07,15
RJ,porciuncula,8,1112.13,8
RJ,portela,1,246.26,1
RJ,porto real,7,1645.92,7
RJ,pureza,1,65.0,1
RJ,purilandia,1,194.48,1
RJ,quatis,5,617.87,5
RJ,queimados,53,7048.55,53
RJ,quissama,11,1879.6799999999998,11
RJ,raposo,3,650.84,3
RJ,resende,115,16300.28,115
RJ,rio bonito,27,4946.29,27
RJ,rio claro,3,444.48,3
RJ,rio das flores,6,665.69,6
RJ,rio das ostras,130,22385.63,130
RJ,rio de janeiro,6601,1111872.32,6601
RJ,sacra familia do tingua,1,149.04,1
RJ,santa isabel do rio preto,1,761.82,1
RJ,santa maria,1,24.11,1
RJ,santa maria madalena,7,1247.45,7
RJ,santa rita da floresta,1,96.8,1
RJ,santanesia,4,439.58,4
RJ,santo amaro de campos,6,1777.56,6
RJ,santo antonio de padua,30,5765.6,30
RJ,santo eduardo,2,260.06,2
RJ,sao fidelis,23,2597.42,23
RJ,sao francisco de itabapoana,15,1816.41,15
RJ,sao goncalo,385,59387.42,385
RJ,sao joao da barra,15,2548.11,15
RJ,sao joao de meriti,124,20782.72,124
RJ,sao joao do paraiso,1,188.65,1
RJ,sao jose de uba,3,544.52,3
RJ,sao jose do ribeirao,1,115.84,1
RJ,sao jose do turvo,3,285.36,3
RJ,sao jose do vale do rio preto,12,1527.6599999999999,12
RJ,sao pedro da aldeia,46,5712.97,46
RJ,sao sebastiao de campos,1,38.9,1
RJ,sao sebastiao do alto,4,616.6999999999999,4
RJ,sao sebastiao do paraiba,1,571.16,1
RJ,sapucaia,4,675.82,4
RJ,saquarema,45,5614.72,45
RJ,seropedica,33,5256.35,33
RJ,silva jardim,4,691.27,4
RJ,sumidouro,10,1325.97,10
RJ,tangua,6,636.04,6
RJ,teresopolis,119,20266.34,119
RJ,tocos,2,381.47,2
RJ,trajano de moraes,8,913.04,8
RJ,travessao,4,510.43,4
RJ,tres irmaos,1,171.20000000000002,1
RJ,tres rios,38,8014.46,38
RJ,valao do barro,1,86.54,1
RJ,valenca,27,4610.21,27
RJ,varre-sai,4,1035.37,4
RJ,vassouras,36,5309.87,36
RJ,vila muriqui,7,856.45,7
RJ,visconde de maua,3,188.05,3
RJ,volta redonda,227,38606.53,227
RJ,werneck,2,445.60999999999996,2
RN,acari,1,412.43,1
RN,acu,2,553.4499999999999,2
RN,agua nova,1,77.67,1
RN,alexandria,2,221.92,2
RN,almino afonso,1,470.01,1
RN,alto do rodrigues,8,3346.7000000000003,8
RN,angicos,1,101.77,1
RN,antonio martins,1,97.67,1
RN,apodi,3,492.07,3
RN,areia branca,3,312.99,3
RN,barauna,1,288.37,1
RN,bodo,1,84.57,1
RN,caicara do norte,1,1157.41,1
RN,caico,10,3215.31,10
RN,caraubas,3,1246.76,3
RN,carnauba dos dantas,1,168.45,1
RN,carnaubais,2,429.65000000000003,2
RN,ceara-mirim,2,351.02,2
RN,coronel joao pessoa,1,124.33,1
RN,currais novos,7,1720.3400000000001,7
RN,extremoz,2,160.14,2
RN,felipe guerra,1,157.65,1
RN,florania,1,60.34,1
RN,francisco dantas,1,224.78,1
RN,frutuoso gomes,1,115.87,1
RN,galinhos,1,275.48,1
RN,goianinha,3,454.71000000000004,3
RN,governador dix-sept rosado,1,194.82,1
RN,guamare,2,242.64,2
RN,ielmo marinho,2,240.32,2
RN,ipueira,1,228.57,1
RN,itau,2,761.37,2
RN,jandaira,1,148.22,1
RN,janduis,1,119.38,1
RN,japi,1,294.19,1
RN,jardim de piranhas,1,48.74,1
RN,jardim do serido,3,555.81,3
RN,joao camara,2,1466.81,2
RN,jose da penha,1,196.43,1
RN,jucurutu,4,839.8299999999999,4
RN,lagoa d'anta,1,194.34,1
RN,lagoa de velhos,1,234.19,1
RN,lagoa nova,2,205.2,2
RN,lagoa salgada,1,82.72,1
RN,macaiba,5,757.17,5
RN,macau,5,1297.69,5
RN,marcelino vieira,1,169.02,1
RN,martins,2,250.31,2
RN,messias targino,1,106.85,1
RN,montanhas,1,361.07,1
RN,monte alegre,1,41.14,1
RN,mossoro,35,6244.01,35
RN,natal,203,42625.1,203
RN,nova cruz,3,583.25,3
RN,parelhas,4,1496.8000000000002,4
RN,parnamirim,57,9141.03,57
RN,patu,3,302.87,3
RN,pau dos ferros,9,3176.81,9
RN,pedra preta,1,100.75,1
RN,pedro velho,1,99.11,1
RN,pendencias,2,410.02,2
RN,poco de pedra,1,190.66,1
RN,portalegre,2,513.01,2
RN,riacho da cruz,1,177.34,1
RN,rodolfo fernandes,2,168.19,2
RN,santa cruz,4,734.7,4
RN,santa maria,1,53.98,1
RN,santana do serido,2,943.37,2
RN,santo antonio,1,507.98,1
RN,sao goncalo do amarante,7,1184.28,7
RN,sao joao do sabugi,1,51.74,1
RN,sao jose de mipibu,3,956.19,3
RN,sao jose do campestre,1,307.46,1
RN,sao jose do serido,1,203.31,1
RN,sao miguel,4,1004.52,4
RN,sao miguel do gostoso,2,473.04,2
RN,sao paulo do potengi,2,319.78,2
RN,sao rafael,1,62.28,1
RN,sao tome,1,78.84,1
RN,sao vicente,2,376.40999999999997,2
RN,serra de sao bento,2,328.15,2
RN,severiano melo,1,190.83,1
RN,sitio novo,1,170.14,1
RN,tenente ananias,1,273.92,1
RN,tibau do sul,1,144.79,1
RN,upanema,3,1476.25,3
RN,vera cruz,1,74.14,1
RN,vicosa,1,86.58,1
RN,vila flor,1,137.98,1
RO,alta floresta d'oeste,3,805.5,3
RO,alto paraiso,1,1260.76,1
RO,alvorada d'oeste,1,430.1,1
RO,ariquemes,13,4969.64,13
RO,buritis,2,335.58,2
RO,cabixi,1,234.5,1
RO,cacaulandia,1,108.73,1
RO,cacoal,12,2414.7999999999997,12
RO,candeias do jamari,1,338.74,1
RO,castanheiras,1,80.8,1
RO,cerejeiras,1,161.23,1
RO,colorado do oeste,3,334.64,3
RO,costa marques,2,1658.28,2
RO,cujubim,1,132.94,1
RO,espigao do oeste,6,951.17,6
RO,extrema,3,970.43,3
RO,guajara-mirim,3,202.85,3
RO,jaru,6,910.26,6
RO,ji-parana,17,4435.13,17
RO,machadinho d'oeste,3,572.96,3
RO,ministro andreazza,1,120.05,1
RO,mirante da serra,1,165.6,1
RO,mutum parana,1,72.27,1
RO,nova brasilandia d'oeste,2,472.14,2
RO,nova mamore,2,803.1600000000001,2
RO,ouro preto do oeste,4,718.48,4
RO,pimenta bueno,7,1622.27,7
RO,porto velho,108,26028.6,108
RO,presidente medici,2,188.32999999999998,2
RO,rolim de moura,7,748.15,7
RO,sao francisco do guapore,2,405.61,2
RO,sao miguel do guapore,4,622.23,4
RO,seringueiras,2,504.64,2
RO,urupa,3,403.21,3
RO,vilhena,16,2791.92,16
RR,boa vista,40,8867.83,40
RR,bonfim,1,171.69,1
RS,acegua,2,282.39,2
RS,agua santa,2,227.59,2
RS,aguas claras,1,116.96,1
RS,agudo,1,32.1,1
RS,ajuricaba,2,245.37,2
RS,alegrete,35,5296.24,35
RS,alegria,1,58.28,1
RS,almirante tamandare do sul,1,65.0,1
RS,alpestre,1,136.98,1
RS,alto alegre,1,165.72,1
RS,alvorada,50,7368.62,50
RS,ametista do sul,2,275.51,2
RS,andre da rocha,1,146.13,1
RS,anta gorda,4,655.25,4
RS,antonio prado,5,667.5699999999999,5
RS,ararica,2,252.0,2
RS,aratiba,1,106.49,1
RS,arroio do meio,9,1608.08,9
RS,arroio do sal,7,1442.1999999999998,7
RS,arroio do tigre,2,319.0,2
RS,arroio dos ratos,9,1226.52,9
RS,arroio grande,3,457.84000000000003,3
RS,arvorezinha,4,328.79,4
RS,augusto pestana,2,143.95,2
RS,aurea,2,451.5,2
RS,bage,62,10286.98,62
RS,balneario pinhal,7,1043.94,7
RS,barao,1,57.53,1
RS,barao de cotegipe,2,154.71,2
RS,barao do triunfo,1,99.14,1
RS,barra do ribeiro,5,742.89,5
RS,barra do rio azul,1,148.71,1
RS,barracao,2,132.2,2
RS,barros cassal,3,800.36,3
RS,bento goncalves,53,8146.78,53
RS,boa vista das missoes,1,367.56,1
RS,boa vista do burica,1,252.09,1
RS,boa vista do cadeado,1,464.98,1
RS,boa vista do sul,1,46.22,1
RS,bom principio,6,1140.75,6
RS,bom retiro do sul,2,1484.21,2
RS,boqueirao do leao,2,300.14,2
RS,bossoroca,1,213.34,1
RS,butia,6,1312.6100000000001,6
RS,cacapava do sul,5,1044.83,5
RS,cacequi,3,342.23,3
RS,cachoeira do sul,30,5281.79,30
RS,cachoeirinha,72,10975.34,72
RS,caibate,1,340.24,1
RS,camaqua,12,1998.21,12
RS,cambara do sul,1,400.64,1
RS,campestre da serra,2,1390.06,2
RS,campina das missoes,2,211.0,2
RS,campinas do sul,6,1531.2400000000002,6
RS,campo bom,35,5137.09,35
RS,campo novo,2,593.01,2
RS,campos borges,3,877.04,3
RS,candelaria,4,673.1,4
RS,candido godoi,1,1005.84,1
RS,candiota,4,899.5999999999999,4
RS,canela,17,2798.2599999999998,17
RS,cangucu,12,1545.69,12
RS,canoas,205,31602.36,205
RS,capao da canoa,38,5634.34,38
RS,capao da porteira,2,215.13,2
RS,capao do cipo,3,400.98,3
RS,capao do leao,4,1254.66,4
RS,capela de santana,2,417.53000000000003,2
RS,capitao,1,146.5,1
RS,capivari do sul,1,197.95,1
RS,carazinho,23,2466.74,23
RS,carlos barbosa,19,3015.42,19
RS,casca,7,1628.94,7
RS,caseiros,1,152.66,1
RS,catuipe,4,655.72,4
RS,caxias do sul,220,41558.68,220
RS,cerrito,1,77.57,1
RS,cerro grande,1,68.02,1
RS,cerro grande do sul,2,222.36,2
RS,cerro largo,7,907.81,7
RS,chapada,4,1545.3300000000002,4
RS,charqueadas,17,2125.02,17
RS,charrua,1,141.63,1
RS,chiapetta,1,148.15,1
RS,chui,5,908.1600000000001,5
RS,cidreira,5,769.02,5
RS,ciriaco,1,252.74,1
RS,colinas,1,48.09,1
RS,colorado,3,259.8,3
RS,condor,4,301.47,4
RS,constantina,1,348.77,1
RS,coqueiro baixo,2,121.76,2
RS,coqueiros do sul,1,49.06,1
RS,cotipora,1,127.53,1
RS,coxilha,2,191.5,2
RS,crissiumal,2,1671.3000000000002,2
RS,cristal,3,631.04,3
RS,cruz alta,30,3471.23,30
RS,cruzeiro do sul,3,2383.2799999999997,3
RS,david canabarro,2,222.77,2
RS,dezesseis de novembro,1,102.75,1
RS,dois irmaos,17,3847.42,17
RS,dom feliciano,5,635.95,5
RS,dom pedrito,10,1708.09,10
RS,dona francisca,2,340.15,2
RS,eldorado do sul,15,2127.04,15
RS,encantado,11,3196.4500000000003,11
RS,encruzilhada do sul,8,1142.59,8
RS,entre-ijuis,3,585.04,3
RS,erebango,1,139.42,1
RS,erechim,56,7689.0599999999995,56
RS,erval grande,2,432.74,2
RS,esmeralda,1,160.76,1
RS,espumoso,7,1480.46,7
RS,estacao,5,815.22,5
RS,estancia velha,20,3563.85,20
RS,esteio,39,6986.45,39
RS,estrela,15,2460.42,15
RS,estrela velha,1,30.0,1
RS,eugenio de castro,1,111.76,1
RS,farroupilha,27,3757.49,27
RS,faxinalzinho,1,35.95,1
RS,fazenda vilanova,2,192.21,2
RS,feliz,14,2947.8500000000004,14
RS,flores da cunha,12,1732.5700000000002,12
RS,fontoura xavier,1,214.16,1
RS,formigueiro,2,311.27,2
RS,fortaleza dos valos,1,119.95,1
RS,frederico westphalen,14,1319.89,14
RS,garibaldi,9,1216.25,9
RS,garruchos,1,79.04,1
RS,gaurama,3,356.61,3
RS,general camara,1,106.87,1
RS,getulio vargas,8,919.9399999999999,8
RS,girua,10,1560.97,10
RS,glorinha,2,283.3,2
RS,gramado,29,3750.71,29
RS,gramado dos loureiros,1,237.54,1
RS,gramado xavier,1,68.97,1
RS,gravatai,111,21131.64,111
RS,guabiju,1,51.83,1
RS,guaiba,31,6139.13,31
RS,guapore,18,3987.06,18
RS,guarani das missoes,2,102.94,2
RS,herval,1,192.56,1
RS,herveiras,1,125.52,1
RS,horizontina,7,735.5500000000001,7
RS,hulha negra,1,372.06,1
RS,ibarama,1,167.92,1
RS,ibiaca,2,320.87,2
RS,ibiraiaras,2,267.71,2
RS,ibiruba,20,3695.73,20
RS,igrejinha,17,1581.6399999999999,17
RS,ijui,52,6870.15,52
RS,ilopolis,3,231.57999999999998,3
RS,imbe,13,3105.67,13
RS,imigrante,3,357.35,3
RS,ipe,2,229.22000000000003,2
RS,ipiranga,1,95.74,1
RS,ipiranga do sul,1,133.25,1
RS,irai,2,598.26,2
RS,itaara,1,73.15,1
RS,itaqui,9,1522.33,9
RS,itatiba do sul,1,55.95,1
RS,ivora,1,175.79,1
RS,ivoti,13,1507.43,13
RS,jacuizinho,1,74.26,1
RS,jacutinga,1,65.5,1
RS,jaguarao,8,1242.01,8
RS,jaguari,3,209.34,3
RS,jaquirana,1,547.98,1
RS,jari,4,421.21000000000004,4
RS,julio de castilhos,10,983.04,10
RS,lagoa dos tres cantos,1,91.18,1
RS,lagoa vermelha,14,1883.04,14
RS,lagoao,1,175.43,1
RS,lajeado,50,9440.38,50
RS,lavras do sul,3,646.56,3
RS,liberato salzano,1,31.22,1
